Num,lat,lon,site_mean,MAT,MAT_season,MAP,MAP_season,AI,AET,VPD,srad,tmax,tmin,CEC,BD,pH,Sand,Silt,Clay,SWC,SOC,TN,TP,MBC,MBN,FB_ratio,NPP,BNPP,NDVI,Ndep,LDMC,SLA,LNC,LPC,Vcmax,fLNR,EM_tree,AM_tree,lnBNF,,,,,,,,,ssss
173,19.45,-155.15,0.3175,22.20012,134.0484,2132,28.91928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.006004679,0.3162634,11.33943,2.28206,NaN,NaN,NaN,0.1529654,0.7916881,-1.147277461,,,,,,,,,
174,19.39957354,-155.2354722,5.008611111,22.20012,134.0484,2132,28.91928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.006004679,0.3162634,11.33943,2.28206,NaN,NaN,NaN,0.1529654,0.7916881,1.611158653,,,,,,,,,
175,19.32,-155.35,0.325,22.20012,134.0484,2132,28.91928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.006004679,0.3162634,11.33943,2.28206,NaN,NaN,NaN,0.1529654,0.7916881,-1.123930097,,,,,,,,,
176,19.25,-155.15,1.433333333,22.20012,134.0484,2132,28.91928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.006004679,0.3162634,11.33943,2.28206,NaN,NaN,NaN,0.1529654,0.7916881,0.360002734,,,,,,,,,
177,19,155,2.449484302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.006106118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.895877513,,,,,,,,,
178,19,155,2.52434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.006106118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.925979642,,,,,,,,,
179,18.3,-65.8,10.35,24.18546,133.1771,2056,30.22611,14077,NaN,0.8333333,215.875,30,20.98333,0.1954,1.34,4.6,18,43,40,33,25.5,3.2,500,0,0,NaN,4818,2.086626,0.768,0.008039389,0.2963843,13.12701,15.67513,1.2038,NaN,NaN,0.06061433,0.7831754,2.33698652,,,,,,,,,
180,18.3,-65.8,2.213944,24.18546,133.1771,2056,30.22611,14077,NaN,0.8333333,215.875,30,20.98333,0.1954,1.34,4.6,18,43,40,33,25.5,3.2,500,0,0,NaN,4818,2.086626,0.768,0.008039389,0.2963843,13.12701,15.67513,1.2038,NaN,NaN,0.06061433,0.7831754,0.79477554,,,,,,,,,
181,18.3,-65.8,4.32744,24.18546,133.1771,2056,30.22611,14077,NaN,0.8333333,215.875,30,20.98333,0.1954,1.34,4.6,18,43,40,33,25.5,3.2,500,0,0,NaN,4818,2.086626,0.768,0.008039389,0.2963843,13.12701,15.67513,1.2038,NaN,NaN,0.06061433,0.7831754,1.464976143,,,,,,,,,
182,18.3,-65.8,1.29648,24.18546,133.1771,2056,30.22611,14077,NaN,0.8333333,215.875,30,20.98333,0.1954,1.34,4.6,18,43,40,33,25.5,3.2,500,0,0,NaN,4818,2.086626,0.768,0.008039389,0.2963843,13.12701,15.67513,1.2038,NaN,NaN,0.06061433,0.7831754,0.2596529,,,,,,,,,
183,18.31,-65.8,10.35,24.18546,133.1771,2056,30.22611,14077,NaN,0.8333333,215.875,30,20.98333,0.1954,1.34,4.6,18,43,40,33,25.5,3.2,500,0,0,NaN,4818,2.086626,0.768,0.008039389,0.2963843,13.12701,15.67513,1.2038,NaN,NaN,0.06061433,0.7831754,2.33698652,,,,,,,,,
184,16,-61.6,4.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.005590379,NaN,NaN,NaN,NaN,NaN,NaN,0.08409003,0.8133618,1.391281903,,,,,,,,,
185,13,2,3.5,28.92107,269.1509,621,129.3808,2221,512.2366,2.666667,243,36.125,22.65,0.1173,1.36,6.6,58,26,17,15,10.8,1,400,37.241,7.91845,0.1366673,1226,1.037327,0.28,0.0361876,0.264143,14.97744,6.548565,NaN,153.2654,53.03305,0.4244919,0.4220749,1.252762968,,,,,,,,,
186,10.42,-84.02,4.953333333,18.80812,66.84582,3476,38.33174,24262,1213.772,0.3333333,217.6333,20.975,12.28333,0.2743,0.69,5.3,20,23,57,55,64.4,4.7,1000,193.6,31.4763,0.1520744,11048,1.895769,0.759,0.01478131,0.328022,9.985862,16.46681,1.351795,58.47242,18.29011,0.04613392,0.8115695,1.600060751,,,,,,,,,
187,10,-84,3.5,18.29935,59.93726,3358,33.23675,21928,1189.409,0.2833333,217.8333,24.70833,14.41667,0.5352,0.91,4,18,48,34,37,114.7,7.2,500,237.734,42.267,0.164423,10960,2.35131,0.839,0.01478131,0.3442761,9.040288,16.18489,1.497595,57.13946,18.53919,0.03233521,0.820854,1.252762968,,,,,,,,,
188,9.561667,-83.740833,6,18.29935,59.93726,3358,33.23675,21928,1189.409,0.2833333,217.8333,24.70833,14.41667,0.5352,0.91,4,18,48,34,37,114.7,7.2,500,237.734,42.267,0.164423,10960,2.35131,0.839,0.01478131,0.3442761,9.040288,16.18489,1.497595,57.13946,18.53919,0.03233521,0.820854,1.791759469,,,,,,,,,
189,9.15,-79.83,0.289894162,26.21505,69.43291,2659,61.79959,17700,1280.901,0.5833333,223.2083,29.03333,22.91667,0.09299999,1.34,5.7,54,26,20,35,16.3,1.5,500,269.327,38.2894,0.1283353,10043,1.222484,0.827,0.02974753,0.313103,11.78418,15.94906,1.150456,60.54277,14.64662,0.07449143,0.8179302,-1.238239381,,,,,,,,,
190,9.15,-79.83,1.442110133,26.21505,69.43291,2659,61.79959,17700,1280.901,0.5833333,223.2083,29.03333,22.91667,0.09299999,1.34,5.7,54,26,20,35,16.3,1.5,500,269.327,38.2894,0.1283353,10043,1.222484,0.827,0.02974753,0.313103,11.78418,15.94906,1.150456,60.54277,14.64662,0.07449143,0.8179302,0.366107411,,,,,,,,,
191,8.716667,-83.616667,2.9318406,25.97426,76.41496,3306,64.73927,NaN,1153.496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.007649395,0.3361572,10.47022,NaN,NaN,NaN,NaN,0.03502596,0.8543217,1.075630417,,,,,,,,,
192,8.71,-83.55,10,25.97426,76.41496,3306,64.73927,NaN,1153.496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.007649395,0.3361572,10.47022,NaN,NaN,NaN,NaN,0.03502596,0.8543217,2.302585093,,,,,,,,,
193,8.71,-83.55,15,25.97426,76.41496,3306,64.73927,NaN,1153.496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.007649395,0.3361572,10.47022,NaN,NaN,NaN,NaN,0.03502596,0.8543217,2.708050201,,,,,,,,,
194,8.43,-83.37,3.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.0155553,NaN,NaN,NaN,NaN,NaN,NaN,0.03502596,0.8543217,1.226712291,,,,,,,,,
195,8.43,-83.37,1.485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.0155553,NaN,NaN,NaN,NaN,NaN,NaN,0.03502596,0.8543217,0.395414772,,,,,,,,,
196,8.43,-83.37,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.0155553,NaN,NaN,NaN,NaN,NaN,NaN,0.03502596,0.8543217,2.302585093,,,,,,,,,
197,8.24,-83.2,3.762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.0155553,NaN,NaN,NaN,NaN,NaN,NaN,0.03502596,0.8543217,1.324950731,,,,,,,,,
198,8,83,2.936612795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.02127022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.077256807,,,,,,,,,
199,5.15,-52.55,0.45,25.8116,43.48396,2556,48.45536,13374,1510.957,0.6,216.05,30,22.275,0.1119,1.26,4.4,33,51,16,22,43.7,2,NaN,85.1196,29.5134,0.1438401,10217,1.990673,0.684,0.009236163,0.3147528,12.07915,9.582603,NaN,NaN,NaN,0.07066053,0.8387179,-0.798507696,,,,,,,,,
200,4.05,-52.41,0.67,25.63448,45.58559,3268,50.43387,20525,1350.722,0.625,208.5667,30.10833,21.45833,0.0968,1.36,4.6,59,6,35,45,9.7,1.3,400,107.008,18.1258,0.1459065,10308,1.754208,0.815,0.009236163,0.3290288,9.838495,16.61628,1.385486,73.85041,14.85808,0.06411122,0.8212723,-0.400477567,,,,,,,,,
201,4.033333,-52.666667,0.247,25.39289,44.95098,3045,48.65189,19227,1310.564,0.625,211.4667,30.09167,21.55,0.0968,1.36,4.6,59,6,35,45,9.7,1.3,400,125.556,20.6788,0.1541188,11066,1.731825,0.838,0.009236163,0.3212512,9.481658,16.28496,1.461862,77.94017,14.87386,0.06411122,0.8212723,-1.398366942,,,,,,,,,
202,4.033333,-52.666667,0.388,25.39289,44.95098,3045,48.65189,19227,1310.564,0.625,211.4667,30.09167,21.55,0.0968,1.36,4.6,59,6,35,45,9.7,1.3,400,125.556,20.6788,0.1541188,11066,1.731825,0.838,0.009236163,0.3212512,9.481658,16.28496,1.461862,77.94017,14.87386,0.06411122,0.8212723,-0.946749939,,,,,,,,,
203,4.033333,-52.666667,0.248,25.39289,44.95098,3045,48.65189,19227,1310.564,0.625,211.4667,30.09167,21.55,0.0968,1.36,4.6,59,6,35,45,9.7,1.3,400,125.556,20.6788,0.1541188,11066,1.731825,0.838,0.009236163,0.3212512,9.481658,16.28496,1.461862,77.94017,14.87386,0.06411122,0.8212723,-1.394326533,,,,,,,,,
204,4.033333,-52.666667,0.806,25.39289,44.95098,3045,48.65189,19227,1310.564,0.625,211.4667,30.09167,21.55,0.0968,1.36,4.6,59,6,35,45,9.7,1.3,400,125.556,20.6788,0.1541188,11066,1.731825,0.838,0.009236163,0.3212512,9.481658,16.28496,1.461862,77.94017,14.87386,0.06411122,0.8212723,-0.215671536,,,,,,,,,
205,4,-74,4.75,25.08526,70.57554,3300,46.89195,21945,1036.568,0.8833333,186.2667,29.96667,20.9,0.28,1.16,5.2,38,24,37,35,15.8,1.4,600,90.625,38.9836,0.154886,5909,1.830545,0.721,0.04500091,0.292742,13.70986,16.2685,1.329859,59.43308,22.34045,0.09217487,0.7539208,1.558144618,,,,,,,,,
206,4,79,0.318414797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.01010496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.144400353,,,,,,,,,
207,1.93,-67.05,16.2,26.28056,46.76192,3463,25.72412,25611,1332.469,0.75,170.0583,33.01667,20.56667,0.0838,1.29,3.7,60,27,13,29,15.7,1.1,400,116.521,19.276,0.1697393,8783,0.6402875,0.819,0.02430037,0.3390923,9.35028,16.25388,1.150576,57.2787,11.56356,0.1852902,0.8312202,2.785011242,,,,,,,,,
208,1,-67,1,26.7439,34.53896,3007,22.01733,22223,1324.02,0.7583333,164.3667,31.96667,22.26667,0.0692,1.36,4.2,53,35,11,28,5.2,0.6,400,115.749,18.9245,0.1651158,10003,1.321905,0.838,0.02430037,0.3390099,9.630872,16.7647,1.139373,64.58736,12.40218,0.08630493,0.8883427,0,,,,,,,,,
209,1,-67,1,26.7439,34.53896,3007,22.01733,22223,1324.02,0.7583333,164.3667,31.96667,22.26667,0.0692,1.36,4.2,53,35,11,28,5.2,0.6,400,115.749,18.9245,0.1651158,10003,1.321905,0.838,0.02430037,0.3390099,9.630872,16.7647,1.139373,64.58736,12.40218,0.08630493,0.8883427,0,,,,,,,,,
210,1,-67,7.5,26.7439,34.53896,3007,22.01733,22223,1324.02,0.7583333,164.3667,31.96667,22.26667,0.0692,1.36,4.2,53,35,11,28,5.2,0.6,400,115.749,18.9245,0.1651158,10003,1.321905,0.838,0.02430037,0.3390099,9.630872,16.7647,1.139373,64.58736,12.40218,0.08630493,0.8883427,2.014903021,,,,,,,,,
211,-2.85,-54.966667,0.5626,25.81193,63.87405,1928,66.72198,14617,1461.314,0.625,175.1083,31.06667,21.725,0.0937,1.28,3.5,50,14,36,30,17.3,1,400,88.5827,13.8321,0.1490844,9728,1.442385,0.792,0.0220278,0.2936989,14.15973,16.52806,1.164765,64.44331,13.08747,0.02308622,0.8742815,-0.575186383,,,,,,,,,
212,-3.09,-79.08,1.2,17.34378,17.91214,672,68.28802,5026,957.9971,0.6,158.3583,24.96667,14.1,0.2339,1.54,7.6,41,27,32,47,12.4,1.2,900,127.788,18.6185,0.1538056,11530,1.188195,0.596,0.02571166,0.3016632,12.29417,16.99518,1.408382,64.32411,20.38765,0.08648957,0.7974181,0.182321557,,,,,,,,,
213,-4,-79,1.15,21.01775,29.29599,1403,20.65139,11959,1335.094,0.8583333,147.55,28.13333,16.86667,0.1787,0.89,5.3,47,41,12,55,48.7,3.8,NaN,86.1117,12.9855,0.1763047,18071,1.726663,0.838,0.02217502,0.3425406,9.370851,16.21136,1.506644,59.33369,18.67444,0.01090069,0.8987926,0.139761942,,,,,,,,,
214,-4.11,-79.17,1.15,18.90103,23.00576,867,70.43658,4677,1127.595,0.775,166.2917,26.06667,13.33333,0.2339,1.24,7.5,63,22,15,33,5.5,0.3,900,207.497,27.5854,0.1547937,10330,1.255994,0.657,0.02217502,0.3098374,12.0208,16.10002,1.335276,59.87273,21.36308,0.04469073,0.8357298,0.139761942,,,,,,,,,
215,-7,147,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.0106075,NaN,NaN,NaN,NaN,NaN,NaN,0.09021214,0.861884,-0.693147181,,,,,,,,,
216,-8.86,-63.47,6,25.36536,46.94191,2291,66.65691,18490,1442.163,0.6416667,162.7833,30.90833,20.78333,0.0937,1.28,3.5,50,14,36,30,17.3,1,400,91.0826,14.4614,0.1469868,12332,1.492036,0.828,0.02317812,0.3275935,10.35366,15.56446,0.9660978,64.43258,15.17424,0.0291249,0.8693146,1.791759469,,,,,,,,,
217,-10.5,-62.5,6,24.4607,54.9618,2001,70.1377,15534,1354.014,0.6916667,163.8,31,18.6,0.0489,1.42,5.1,60,21,19,26,8.1,1,600,53.5903,15.1123,0.1402854,9227,0.987816,0.678,0.02689275,0.2862525,15.41393,16.34611,1.303072,73.2831,30.20572,0.02723663,0.8440597,1.791759469,,,,,,,,,
218,-19,23,1.9,23.22292,353.9412,449,108.0151,1764,828.1851,1.925,236.7417,31.99167,16.13333,0.0769,1.35,7.3,84,6,10,24,8,0.5,NaN,143.351,57.0049,0.1460705,6519,0.7036952,0.454,0.02915016,0.2854424,13.32283,17.57854,1.293954,86.41351,27.43819,0.5880023,0.2707911,0.641853886,,,,,,,,,
219,-23.33,-44.83,15,20.53083,231.1398,2169,48.61789,16914,NaN,0.6,166.2583,26.875,16.74167,0.1804,1.16,4.5,20,22,58,42,25.1,1.6,400,77.2128,12.1681,0.1639358,17906,1.818974,0.833,0.02593881,0.3320174,10.3593,14.94803,1.065522,NaN,NaN,0.1857048,0.8954802,2.708050201,,,,,,,,,
220,-23.28,-45.05,9,17.30857,256.904,1567,64.31923,12944,934.5172,0.4166667,169.6917,23.29167,12.53333,0.1288,1.37,5.4,53,11,36,44,22.8,1.8,400,82.9186,13.046,0.151418,14703,1.26798,0.687,0.02593881,0.3097772,12.60821,16.65084,1.309606,74.91184,26.50294,0.06940619,0.8974558,2.197224577,,,,,,,,,
221,-33,116,1.2325,15.66482,424.6597,842,77.37467,4509,752.8193,0.9166667,222.1667,22.81667,8.866667,0.0581,1.31,5.5,61,22,17,18,9.1,0.7,300,185.792,35.6636,0.141903,15435,1.03073,0.607,0.006228622,0.3294468,10.7497,15.77891,1.257108,52.81677,14.60321,0.8676403,0.1225816,0.209044627,,,,,,,,,
222,-38,146,0.86,13.38257,386.359,1034,21.23193,8363,884.9858,0.5916666,178.1333,19.05,8.275,0.1019,0.89,5.9,29,33,39,30,12.4,1,400,73.0493,13.8013,0.1390088,18193,1.366096,0.788,0.02136503,0.3170571,11.54513,13.41942,1.078746,80.96387,22.38337,0.6183444,0.3672779,-0.15082289,,,,,,,,,
223,-38.4,177,5.5,11.54405,363.2556,1737,13.12313,15495,816.4899,0.4333333,168.1,16.81667,7.216667,0.1212,1.05,5.7,66,26,7,29,17.9,1,500,184.285,21.7095,NaN,17660,1.875548,0.81,0.009468618,0.350723,8.663663,14.58786,1.388196,69.00891,15.21864,0.1457072,0.8010923,1.704748092,,,,,,,,,
224,-38.68,-71.6,2,6.476562,421.5542,1749,65.56763,14999,729.3905,0.5083333,162.9333,13.56667,0.4,0.4562,0.72,4.9,10,51,40,55,128.9,5.5,1200,196.81,29.2667,0.1363799,0,NaN,0.285,0.01417055,0.3571529,9.118088,10.12092,1.074587,72.20329,20.69397,0.3335201,0.6198832,0.693147181,,,,,,,,,
225,-41,-73,2.381666667,10.88421,317.2519,1894,42.76656,19705,846.1,0.3833333,144.8,15.00833,6.225,0.717,0.72,4.9,10,51,40,55,128.9,5.5,1200,99.7974,14.8486,0.08988293,10267,1.968569,0.812,0.01334286,0.3366474,9.95476,8.192168,1.317571,62.62399,17.10424,0.3363555,0.6639332,0.867800523,,,,,,,,,
226,-41,-73,1.31,10.88421,317.2519,1894,42.76656,19705,846.1,0.3833333,144.8,15.00833,6.225,0.717,0.72,4.9,10,51,40,55,128.9,5.5,1200,99.7974,14.8486,0.08988293,10267,1.968569,0.812,0.01334286,0.3366474,9.95476,8.192168,1.317571,62.62399,17.10424,0.3363555,0.6639332,0.270027137,,,,,,,,,
227,-41.88,-73.67,5.9,10.86586,230.4088,2211,43.52103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93.1891,18.3719,0.1664775,0,NaN,NaN,0.002367775,0.3748391,8.390048,1.803169,NaN,NaN,NaN,0.2780669,0.689636,1.774952351,,,,,,,,,
228,-42.61889,-73.76833,6.692491988,9.95564,260.3717,2207,39.32607,30662,642.0336,0.2083333,135.4167,12.81667,7.133333,0.717,0.72,4.9,10,51,40,55,128.9,5.5,1200,202.705,30.3306,NaN,9371,1.668439,0.822,0.002367775,0.3510055,9.310251,14.09464,1.299252,58.55092,19.75442,0.3272991,0.671835,1.900986299,,,,,,,,,
229,-42.58,-73.88,1.3,9.95564,260.3717,2207,39.32607,30662,642.0336,0.2083333,135.4167,12.81667,7.133333,0.717,0.72,4.9,10,51,40,55,128.9,5.5,1200,202.705,30.3306,NaN,9371,1.668439,0.822,0.002367775,0.3510055,9.310251,14.09464,1.299252,58.55092,19.75442,0.3272991,0.671835,0.262364264,,,,,,,,,
230,-43.25,170.1,1,11.19251,326.6288,2947,25.74793,26889,568.5983,0.3916667,165.7333,15.75,6.633333,0.07099999,1.27,5,69,19,10,37,11.4,1,600,264.539,25.3685,NaN,5074,1.986923,0.768,0.007343393,0.35552,8.932288,12.72704,1.029472,NaN,NaN,0.1403858,0.844412,0,,,,,,,,,
231,-43.25,170.1,1.5,11.19251,326.6288,2947,25.74793,26889,568.5983,0.3916667,165.7333,15.75,6.633333,0.07099999,1.27,5,69,19,10,37,11.4,1,600,264.539,25.3685,NaN,5074,1.986923,0.768,0.007343393,0.35552,8.932288,12.72704,1.029472,NaN,NaN,0.1403858,0.844412,0.405465108,,,,,,,,,
232,-43.25,170.1,5.35,11.19251,326.6288,2947,25.74793,26889,568.5983,0.3916667,165.7333,15.75,6.633333,0.07099999,1.27,5,69,19,10,37,11.4,1,600,264.539,25.3685,NaN,5074,1.986923,0.768,0.007343393,0.35552,8.932288,12.72704,1.029472,NaN,NaN,0.1403858,0.844412,1.677096561,,,,,,,,,
233,-53.75,-72.52,1,3.833843,255.5858,2011,11.59207,50265,NaN,0.1333333,80.51667,7.65,1.108333,0.1224,1.28,5.7,60,24,15,38,0,0,NaN,88.6792,12.3167,0.1933069,0,NaN,NaN,0.006013797,0.310372,10.12408,NaN,1.396008,NaN,NaN,0.425741,0.5510131,0,,,,,,,,,
234,-60,-45,1.1895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.001876782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.173533051,,,,,,,,,
235,-62.2125,-58.933333,2.507042254,-3.576804,294.2814,796,21.14905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,0.001358786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.919103673,,,,,,,,,
